country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title
Afghanistan,Islamic State of Afghanistan,Afghan afghani,Kabul,Southern Asia,Asia,Afghan,33.00,65.00,383560.0,12084.4,652230,636173.0,3993.8,,39.22,14583100000,2.302,84.334,9.90,11.71,82.69,97.70,,,,,,,,,,17.86,8709.47,16222.00,4863.39,-1800.00,0.00,16.83,81.32,0.39,0.04,4.10,278000,4394000,1.36,35.84,7.34,4.64,18.40,62,-183672,20362329,20766442,41128771,27.02,30181937,10946834,2.14,2.97,Authoritarian,12.90,Ashraf Ghani,President
Albania,Republic of Albania,Albanian lek,Tirana,Southern Europe,Europe,Albanian,41.00,20.00,11655.5,7889.0,27400,27331.6,827.7,82.38,24.54,18882100000,6.725,53.046,18.20,11.81,50.06,100.00,24.55,0.00,100.00,0.00,0.00,0.00,0.00,13.80,61.42,44.58,4383.20,2692.20,1015.19,11.68,6.37,6.66,350.84,2.89,0.03,4.30,8000,,1.42,10.24,11.33,1.39,79.32,76,-10612,1391085,1384548,2775634,35.71,1004807,1770827,2.62,5.98,Hybrid regime,33.70,Edi Rama,Prime Minister
Algeria,People's Democratic Republic of Algeria,Algerian dinar,Algiers,Northern Africa,Africa,Algerian,28.00,3.00,413588.0,19490.0,2381740,2305480.0,9357.1,,,191913000000,9.266,30.526,,11.55,26.07,99.79,0.03,0.00,0.21,98.36,0.00,1.32,0.11,-177.12,99.98,0.15,161563.00,86543.90,12578.70,-7720.56,1.12,6.32,214.85,1.90,0.04,2.50,317000,2500,5.59,21.52,4.55,2.89,70.77,76,-18797,22040987,22862237,44903225,8.11,11328186,33575039,1.71,3.50,Authoritarian,24.00,Abdelmadjid Tebboune,President
Andorra,Principality of Andorra,Euro,Andorra la Vella,Southern Europe,Europe,Andorran,42.50,1.50,187.2,160.0,470,409.5,30.9,,,3352030000,,,,,,100.00,,,,,,,,,,20.59,448.88,53.60,1.76,,0.00,9.05,3336.92,2.50,,,,,,7.00,3.90,1.27,93.90,,1377,39038,40786,79824,46.43,9730,70094,3.17,0.00,Unknown,38.90,Xavier Espot Zamora,Head of Government
Angola,People's Republic of Angola,Angolan kwanza,Luanda,Middle Africa,Africa,Angolan,-12.50,18.50,569525.0,666074.0,1246700,1251000.0,2991.4,,16.69,106714000000,25.754,65.852,10.09,10.21,61.33,48.22,2.55,0.00,53.17,0.00,0.00,46.83,0.00,-541.00,48.31,61.02,19814.50,32703.20,17757.90,5203.07,1.22,2.91,50.74,0.80,0.52,6.10,117000,,1.13,38.81,8.01,5.30,32.60,62,29089,17998220,17590767,35588987,33.64,11359649,24229338,2.24,3.62,Authoritarian,12.40,João Lourenço,President
Antigua and Barbuda,Antigua and Barbuda,East Caribbean dollar,Saint John's,Caribbean,Americas,Antiguan,17.05,-61.80,90.0,81.2,440,396.3,31.9,,,1757600000,7.531,,,,,100.00,,,,,,,,,0.00,0.72,474.60,204.87,11.76,471.24,3.98,5.61,830.34,2.89,,0.40,0,,,12.12,6.37,1.58,95.66,78,0,48981,44782,93763,11.11,70935,22828,0.00,0.00,Unknown,31.10,Gaston Browne,Prime Minister
Argentina,Argentine Republic,Argentine peso,Buenos Aires,South America,Americas,Argentine,-34.00,-64.00,1083820.0,285730.0,2736690,2735390.0,11432.7,,22.87,632770000000,,28.602,11.48,6.49,25.46,100.00,5.50,2.03,26.24,49.48,4.17,15.42,1.90,13.03,87.72,9.84,154536.00,131036.00,51061.50,3701.73,0.90,9.98,863.71,4.99,0.11,8.40,103000,,0.57,13.90,8.96,1.89,87.15,75,2344,23345532,22889298,46234830,44.75,3538352,42696478,2.76,7.02,Flawed democracy,27.60,Alberto Fernández,President
Armenia,Republic of Armenia,Armenian dram,Yerevan,Western Asia,Asia,Armenian,40.00,45.00,16760.0,3284.7,28470,27342.2,922.3,60.16,25.00,19502800000,8.641,30.569,22.03,12.56,29.07,100.00,25.72,0.00,28.29,35.91,31.81,0.00,0.05,71.34,74.56,8.38,6746.60,2319.92,1173.58,722.16,0.00,12.24,551.54,4.20,,3.30,49000,8400,4.44,12.05,13.01,1.58,78.61,72,-12825,1530390,1250079,2780469,35.51,1012841,1767628,2.70,4.79,Hybrid regime,30.80,Nikol Pashinyan,Prime Minister
Australia,Commonwealth of Australia,Australian dollar,Canberra,Australia and New Zealand,Oceania,Australian,-27.00,133.00,3557750.0,1340050.0,7692020,7650420.0,11946.0,70.18,32.72,1675420000000,6.594,16.602,23.13,3.66,10.76,100.00,2.15,62.87,5.30,20.80,0.00,2.70,8.34,-190.19,89.63,10.89,378997.00,131485.00,49331.80,-17268.70,2.71,10.65,5901.11,3.84,0.02,12.50,59000,,1.98,12.10,6.70,1.70,96.24,83,117929,13079142,12899794,25978935,38.41,3510274,22468661,4.73,9.09,Full democracy,33.30,Anthony Albanese,Prime Minister
Austria,Republic of Austria,Euro,Vienna,Western Europe,Europe,Austrian,47.33,13.33,26467.6,38991.5,82520,80030.9,2973.7,94.32,49.97,471400000000,8.547,11.756,25.78,4.71,7.48,100.00,12.21,8.23,60.00,12.60,0.00,1.39,16.49,63.54,65.66,35.77,59142.40,6863.08,3759.74,-8604.11,0.00,12.17,6491.12,7.27,,14.60,22000,,0.80,9.60,10.30,1.48,92.53,81,20314,4590655,4451873,9042528,40.98,3684288,5358240,5.10,8.29,Full democracy,39.00,Sebastian Kurz,Federal Chancellor
Azerbaijan,Republic of Azerbaijan,New Azeri manat,Baku,Western Asia,Asia,Azerbaijani,40.50,47.50,47801.0,11317.7,82646,82218.7,2589.9,16.82,27.14,78721100000,13.852,66.284,13.42,5.46,54.46,100.00,0.57,0.00,6.63,86.08,0.00,6.51,0.41,-310.39,98.37,1.23,34305.00,15733.10,4793.55,-514.24,0.00,4.61,191.23,4.82,0.03,4.10,82000,659000,5.27,11.10,7.60,1.52,86.00,69,1084,5154492,5020523,10175016,18.33,4357959,5817057,1.32,2.65,Authoritarian,27.90,Ilham Aliyev,President
Bahrain,Kingdom of Bahrain,Bahraini dinar,Manama,Western Asia,Asia,Bahraini,26.00,50.55,86.0,7.0,785,335.7,330.3,29.40,20.18,44390800000,3.626,2.611,4.22,1.40,1.05,100.00,0.00,0.00,0.00,99.97,0.00,0.03,0.00,-61.58,99.37,0.00,32470.20,17641.40,171.64,8391.62,31.98,4.72,1110.00,1.74,0.05,8.90,19000,,3.56,11.93,2.48,1.81,100.00,79,-9150,560034,912199,1472233,20.00,151007,1321226,1.28,2.71,Authoritarian,29.20,Sheikh Hamad bin Isa Al Khalifa,King
Bangladesh,People's Republic of Bangladesh,Bangladeshi taka,Dhaka,Southern Asia,Asia,Bangladeshi,24.00,90.00,99010.0,18834.0,130170,79328.9,56970.0,31.20,8.32,460201000000,7.697,59.032,7.64,4.70,53.67,98.99,0.15,1.69,0.96,80.70,0.00,16.38,0.27,16.84,73.77,27.96,85493.10,88904.00,28076.80,1513.77,6.06,2.63,50.66,0.79,0.01,3.70,227000,427000,1.27,17.82,5.68,1.98,38.92,72,-174500,86327159,84859213,171186372,20.86,103206552,67979820,1.54,5.57,Hybrid regime,22.70,Sheikh Hasina,Prime Minister
Barbados,Barbados,Barbados dollar,Bridgetown,Caribbean,Americas,Barbadian,13.17,-59.53,100.0,63.0,430,248.5,187.6,146.93,33.81,5637910000,4.100,19.219,27.48,8.20,18.71,100.00,,,,,,,,,0.00,4.68,1096.07,2359.57,38.48,-101.45,1.85,7.20,1199.71,5.97,0.24,0.60,1000,,,10.83,9.01,1.63,85.82,78,-28,146550,135084,281635,26.67,193416,88219,0.00,0.00,Unknown,35.20,Mia Mottley,Prime Minister
Belarus,Republic of Belarus,Belarusian rubel,Minsk,Eastern Europe,Europe,Belarusian,53.00,28.00,82810.0,87676.0,202980,201456.0,2882.6,33.24,29.93,72793500000,15.210,3.773,12.02,4.17,2.95,100.00,0.05,0.00,0.31,97.87,0.00,1.06,0.50,86.78,92.44,8.39,54801.50,17079.30,15902.50,-7365.67,0.00,6.41,408.10,10.83,0.12,21.20,155000,,1.16,9.28,16.54,1.48,86.89,72,12961,4968656,4240046,9208701,40.00,1811720,7396981,1.51,3.13,Authoritarian,36.50,Alexander Lukashenko,President
Belgium,Kingdom of Belgium,Euro,Brussels,Western Europe,Europe,Belgian,50.83,4.00,13646.1,6893.0,30280,22780.5,7730.9,109.22,41.70,578604000000,9.598,14.015,23.35,5.63,10.70,100.00,15.11,6.11,0.46,32.81,37.53,0.30,20.34,80.09,75.87,12.28,85364.10,7974.09,4564.20,2697.19,4.23,11.06,5009.46,5.58,,18.30,26000,,1.08,10.20,9.70,1.60,92.79,82,52356,5903468,5765978,11669446,42.67,215535,11453911,6.48,7.78,Flawed democracy,37.10,Sophie Wilmès,Prime Minister
Belize,Belize,Belize dollar,Belmopan,Central America,Americas,Belizean,17.25,-88.75,1720.0,12770.5,22810,21708.4,122.9,61.04,22.15,2824080000,3.236,35.887,21.16,9.69,30.95,97.69,,,,,,,,,0.00,31.35,687.60,514.05,205.41,-344.11,28.47,6.92,277.99,1.04,0.42,7.10,2000,,1.25,17.98,6.35,2.01,61.99,70,577,201525,203747,405272,12.50,217242,188030,2.84,0.00,Unknown,21.60,Dean Barrow,Prime Minister
Benin,Republic of Benin,West African CFA franc,Porto-Novo,Western Africa,Africa,Beninese,9.50,2.25,39500.0,31351.5,112760,113691.0,2005.9,,,17401700000,1.351,89.831,10.79,1.65,88.41,41.97,0.00,0.00,4.09,0.00,0.00,94.44,1.46,46.59,36.72,46.20,7980.40,4029.62,3007.64,1486.29,6.00,2.59,32.13,0.50,0.14,7.80,12000,1200,0.56,36.61,9.43,4.97,33.97,60,1732,6663569,6689295,13352864,7.41,6738656,6614208,2.46,5.74,Hybrid regime,13.60,Patrice Talon,President
Bhutan,Kingdom of Bhutan,Bhutanese ngultrum,Thimphu,Southern Asia,Asia,Bhutanese,27.50,90.50,5130.0,27250.8,38140,39040.7,28.6,117.33,25.45,2539550000,5.639,73.057,12.98,3.60,72.96,100.00,,,,,,,,,0.00,87.45,1035.20,451.52,97.27,-422.10,0.00,4.37,133.70,1.74,0.10,4.60,6000,,,12.48,6.48,1.41,85.64,72,291,368525,413930,782455,17.39,440632,341823,2.62,5.30,Hybrid regime,24.80,Lotay Tshering,Prime Minister
Bolivia,Plurinational State of Bolivia,Bolivian Boliviano,Sucre,South America,Americas,Bolivian,-17.00,-65.00,377870.0,508338.0,1083300,1059510.0,1767.5,68.34,21.81,43068900000,1.746,69.116,16.96,4.42,66.02,98.56,1.97,0.00,28.88,66.35,0.00,2.25,2.52,-177.99,84.15,16.86,18375.30,26597.80,9838.14,2436.27,0.00,7.86,241.12,1.29,0.13,6.20,71000,31,1.54,21.84,9.95,2.62,65.98,64,-4666,6097747,6126364,12224110,46.15,3565773,8658337,2.21,5.70,Hybrid regime,20.10,Jeanine Áñez,President
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina convertible mark,Sarajevo,Southern Europe,Europe,Bosnian,44.00,18.00,22160.0,21879.1,51200,49134.7,1641.9,47.02,34.89,24527500000,14.021,17.975,19.12,14.05,12.26,100.00,4.27,63.98,35.52,0.19,0.00,0.31,0.00,22.73,77.52,37.71,20946.80,3660.95,1283.70,-3144.12,0.00,9.84,591.41,3.49,,10.90,11000,91000,0.89,8.42,15.71,1.35,75.68,75,-25865,1641713,1591814,3233526,16.67,1621904,1611622,2.69,4.98,Hybrid regime,38.10,Valentin Inzko,High Representative
Botswana,Republic of Botswana,Botswana pula,Gaborone,Southern Africa,Africa,Motswana,-22.00,24.00,258620.0,152547.0,566730,572887.0,804.3,19.62,28.41,20352300000,11.666,28.271,22.25,20.68,26.01,73.73,0.00,96.36,0.00,0.00,0.00,3.61,0.03,44.50,74.69,27.21,5763.69,3434.49,2963.63,841.57,0.00,6.19,362.74,1.80,3.48,16.10,9000,,2.86,23.58,9.46,2.79,73.50,61,1816,1331489,1298807,2630296,11.11,730591,1899705,3.12,7.81,Flawed democracy,19.70,Mokgweetsi Masisi,President
Brazil,Federative Republic of Brazil,Brazilian real,Brasília,South America,Americas,Brazilian,-10.00,-55.00,2368790.0,4966200.0,8358140,8385500.0,45853.3,86.10,32.20,1920100000000,9.280,35.087,14.32,9.46,30.68,99.46,10.81,4.72,61.85,13.67,2.60,5.04,12.12,11.87,59.11,50.05,414139.00,449214.00,191103.00,-12454.90,1.74,10.31,700.71,2.09,0.24,6.90,762000,5600,1.19,12.88,8.33,1.64,80.69,73,20376,109580471,105733027,215313498,17.74,26795765,188517733,2.38,6.97,Flawed democracy,29.20,Jair Bolsonaro,President
Brunei,Brunei Darussalam,Brunei dollar,Bandar Seri Begawan,South-Eastern Asia,Asia,Bruneian,4.50,114.67,134.0,3800.0,5270,5571.9,199.2,,,16681500000,3.682,9.086,,7.20,6.55,100.00,0.00,0.00,0.00,98.95,0.00,1.00,0.05,-357.39,100.00,0.01,9588.00,1538.87,137.90,-902.13,13.94,2.39,650.48,2.85,,2.70,8000,,3.26,13.80,5.21,1.78,98.08,75,-192,216797,232205,449002,9.09,94946,354056,1.52,0.00,Unknown,28.20,Hassanal Bolkiah,Sultan and Prime Minister
Bulgaria,Republic of Bulgaria,Bulgarian lev,Sofia,Eastern Europe,Europe,Bulgarian,43.00,25.00,50470.0,38930.0,108560,108914.0,2109.3,32.81,36.37,89040400000,15.325,10.475,20.62,4.40,7.02,99.80,25.83,46.21,11.61,3.82,33.81,0.37,6.37,36.55,71.05,21.08,34138.10,6980.50,4328.73,-7702.91,1.19,8.52,856.71,7.45,0.03,9.70,37000,,1.59,8.50,21.70,1.58,75.27,72,-8716,3329964,3135133,6465097,24.17,1528155,4936942,2.23,7.03,Flawed democracy,40.70,Boyko Borisov,Prime Minister
Burkina Faso,Burkina Faso,West African CFA franc,Ouagadougou,Western Africa,Africa,Burkinabe,13.00,-2.00,121430.0,62164.0,273600,273918.0,1599.3,55.47,18.14,18884600000,14.290,87.092,15.91,5.18,86.46,18.95,,,,,,,,,,68.00,5456.70,15408.30,10060.70,2087.93,0.00,6.72,54.18,0.40,0.08,7.50,11000,1882000,2.89,35.54,8.96,4.77,21.58,59,-13097,11374607,11299155,22673762,16.90,15446047,7227715,3.19,4.75,Hybrid regime,12.90,Roch Marc Christian Kaboré,President
Burundi,Republic of Burundi,Burundi franc,Bujumbura,Eastern Africa,Africa,Burundian,-3.50,30.00,20330.0,2796.4,25680,24150.6,887.8,162.56,20.65,3073410000,18.801,88.186,13.60,1.02,86.92,10.23,,,,,,,,,,83.25,713.47,1258.19,1636.39,-293.62,0.00,6.50,16.42,0.79,0.14,6.20,51000,8500,1.92,34.84,7.47,5.08,5.80,62,-14415,6488650,6400926,12889576,38.21,11031286,1858290,1.48,2.33,Authoritarian,11.90,Pierre Nkurunziza,President
Cabo Verde,Republic of Cabo Verde,Cabo Verde escudo,Praia,Western Africa,Africa,Cape Verdian,16.00,-24.00,790.0,457.2,4030,4043.9,59.6,,25.19,2314820000,1.862,31.264,17.80,13.57,27.06,95.52,,,,,,,,,0.00,23.24,620.60,93.21,59.48,460.31,1.02,6.02,176.02,2.10,0.24,12.90,1000,,0.54,16.95,6.03,1.90,69.76,74,-1274,298239,294911,593149,38.89,192507,400642,3.95,7.88,Flawed democracy,22.90,,
Cambodia,Kingdom of Cambodia,Cambodian riel,Phnom Penh,South-Eastern Asia,Asia,Cambodian,13.00,105.00,57890.0,80683.7,176520,176181.0,1838.8,,18.45,29956800000,5.344,47.166,16.36,0.36,47.05,82.50,3.32,48.40,45.49,0.00,0.00,5.19,0.93,33.12,30.63,51.41,18652.80,17836.40,4784.59,3983.04,0.69,7.51,115.77,0.90,0.07,4.90,191000,,2.32,19.33,6.84,2.34,60.15,70,-24262,8468316,8299527,16767842,20.80,12556766,4211076,1.70,3.59,Authoritarian,22.70,Hun Sen,Prime Minister
Cameroon,Republic of Cameroon,Central African CFA franc,Yaoundé,Middle Africa,Africa,Cameroonian,6.00,12.00,97500.0,203405.0,472710,463837.0,2352.1,79.46,12.06,44341600000,6.248,75.236,10.87,4.00,72.33,65.45,4.60,0.00,74.99,5.99,0.00,17.89,1.12,-28.32,38.32,78.94,9928.40,17797.70,62399.50,1385.67,1.92,3.77,58.01,1.30,0.56,9.00,34000,987000,1.02,34.94,8.58,4.46,45.60,60,-9889,13992014,13922522,27914536,33.89,11519492,16395044,1.81,3.28,Authoritarian,13.60,Paul Biya,President
Canada,Canada,Canadian dollar,Ottawa,Northern America,Americas,Canadian,60.00,-95.00,577430.0,3469280.0,8965590,9197140.0,13983.1,64.04,22.73,2139840000000,6.803,14.341,13.26,5.21,10.34,100.00,19.77,9.84,56.74,10.02,15.55,1.21,6.27,-72.53,74.09,23.85,516874.00,100143.00,47080.30,-112199.00,0.89,11.68,6086.08,2.52,,11.80,72000,,1.32,9.60,7.80,1.43,92.83,83,195181,19583244,19346659,38929902,30.47,7103929,31825973,4.98,9.15,Full democracy,36.40,Justin Trudeau,Prime Minister
Central African Republic,Central African Republic,Central African CFA franc,Bangui,Middle Africa,Africa,Central African,7.00,21.00,50800.0,223030.0,622980,622165.0,535.4,,11.66,2382620000,5.583,94.461,8.21,6.36,93.63,15.68,,,,,,,,,,90.45,236.60,10108.50,10628.60,-203.23,0.00,9.40,41.96,1.00,0.58,12.30,10000,516000,1.86,42.68,11.39,5.98,10.58,54,-85860,2790791,2788352,5579144,12.86,3173417,2405727,1.65,1.52,Authoritarian,10.80,Faustin-Archange Touadéra,President
Chad,Republic of Chad,Central African CFA franc,N'Djamena,Middle Africa,Africa,Chadian,15.00,19.00,502380.0,43130.0,1259200,1272920.0,948.8,,,12704100000,5.788,91.957,,1.41,90.61,11.27,,,,,,,,,,73.74,1568.40,59438.90,27724.60,-70.94,0.00,5.41,34.80,0.40,0.21,6.40,45000,300000,2.79,43.36,12.50,6.26,17.87,53,9016,8827313,8896002,17723315,25.89,13458554,4264761,2.13,1.61,Authoritarian,11.20,Idriss Déby,President
Chile,Republic of Chile,Chilean peso,Santiago,South America,Americas,Chilean,-30.00,-71.00,157100.0,182107.0,743532,723594.0,3579.7,13.15,30.70,301025000000,11.644,27.026,19.60,7.78,23.31,100.00,5.72,37.14,31.68,15.06,0.00,4.19,11.93,65.24,74.65,26.73,84827.80,11795.50,6599.43,7591.47,0.66,9.10,1478.83,2.06,0.20,9.00,122000,,1.96,11.79,7.43,1.54,90.19,79,113709,9874202,9729531,19603733,35.48,2369699,17234034,3.05,7.97,Flawed democracy,31.30,Sebastián Piñera,President
China,People's Republic of China,Chinese yuan,Beijing,Eastern Asia,Asia,Chinese,35.00,105.00,5285080.0,2199780.0,9424700,8723720.0,522345.0,,,17963200000000,1.974,44.534,8.09,4.89,40.54,100.00,5.11,70.31,19.07,2.49,2.34,0.17,4.86,15.02,87.67,14.81,10944700.00,1186290.00,536920.00,-364711.00,4.35,5.59,583.43,4.31,,8.10,2535000,,1.74,7.52,7.18,1.16,73.05,78,-200194,691528501,720646499,1412175000,24.94,514596570,897578430,0.99,3.32,Authoritarian,34.50,Xi Jinping,General Secretary of the Communist Party
Colombia,Republic of Colombia,Colombian peso,Bogotá,South America,Americas,Colombian,4.00,-72.00,482428.0,591419.0,1109500,1127200.0,5114.6,79.78,34.96,343939000000,10.177,50.908,14.44,10.73,47.57,100.00,9.20,11.85,64.96,19.34,0.00,0.57,3.28,-274.13,76.69,31.31,79057.60,77156.40,23778.20,11462.40,1.78,8.99,477.28,1.71,0.17,3.90,481000,4766000,3.40,14.20,7.74,1.72,73.03,73,211978,26298417,25575607,51874024,28.88,9311387,42562637,1.83,6.96,Flawed democracy,27.20,Iván Duque,President
Comoros,Union of the Comoros,Comorian franc,Moroni,Eastern Africa,Africa,Comoran,-12.17,44.25,1310.0,329.2,1861,1534.8,142.5,,,1242520000,-4.295,58.780,,8.81,57.84,87.94,,,,,,,,,0.00,39.05,328.20,236.82,46.82,101.58,2.15,5.35,80.82,2.16,0.01,5.40,,,,29.40,8.72,3.98,27.34,63,-1772,416416,420357,836774,16.67,586880,249894,2.80,3.71,Authoritarian,16.30,Azali Assoumani,President
Congo,Republic of Congo,Central African CFA franc,Brazzaville,Middle Africa,Africa,Congolese,-1.00,15.00,106280.0,219460.0,341500,340341.0,420.3,25.48,19.47,14615500000,3.043,76.235,9.11,21.80,75.28,49.66,1.43,0.00,53.34,46.66,0.00,0.00,0.00,-496.60,40.48,71.88,7153.90,9957.26,1610.02,-1372.30,0.71,4.47,80.81,1.60,2.39,6.50,0,27000,2.91,30.69,7.06,4.17,8.65,64,-4466,2988624,2981800,5970424,14.57,1866593,4103831,2.17,3.31,Authoritarian,14.30,Denis Sassou Nguesso,President
Costa Rica,Republic of Costa Rica,Costa Rican colon,San José,Central America,Americas,Costa Rican,10.00,-84.00,17615.0,30348.7,51060,49804.7,1475.9,39.34,30.22,68380800000,8.275,26.160,14.07,11.45,22.95,100.00,14.21,0.00,74.61,0.00,0.00,1.00,24.39,49.83,49.88,36.43,6967.40,4650.44,1875.80,441.11,0.96,7.86,953.08,1.10,0.21,8.10,10000,,,11.87,7.19,1.53,82.75,77,2084,2590119,2590709,5180829,47.37,930373,4250456,6.39,8.07,Full democracy,29.30,Carlos Alvarado Quesada,President
Côte d'Ivoire,Republic of Côte d'Ivoire,West African CFA franc,Yamoussoukro,Western Africa,Africa,Ivorian,8.00,-5.00,212000.0,28367.1,318000,318024.0,2982.0,171.07,16.60,70018700000,5.276,72.586,12.56,2.64,71.02,71.14,0.79,0.00,15.52,78.05,0.00,5.22,1.21,7.08,26.49,63.34,10894.90,7980.37,3544.21,2083.51,2.72,3.72,85.17,0.40,0.21,8.90,134000,302000,1.25,33.93,9.00,4.42,45.43,59,-21000,13944972,14215570,28160542,14.17,13330919,14829623,2.65,4.15,Hybrid regime,13.80,Alassane Ouattara,President
Croatia,Republic of Croatia,Croatian kuna,Zagreb,Southern Europe,Europe,Croatian,45.17,15.50,15050.0,19391.1,55960,54777.1,1648.4,687.99,310.44,70964600000,10.781,12.836,152.18,6.75,7.33,100.00,11.94,20.56,56.87,10.65,0.00,1.97,9.96,45.86,70.70,32.37,15626.90,3668.68,1773.06,-2048.19,2.44,7.77,1094.53,5.54,0.02,16.40,18000,2100,2.74,9.40,16.20,1.62,81.25,76,-10402,1976858,1877142,3854000,31.79,1610240,2243760,2.69,6.57,Flawed democracy,40.00,Andrej Plenković,Prime Minister
Cuba,Republic of Cuba,Cuban peso,Havana,Caribbean,Americas,Cuban,21.50,-80.00,64010.0,32420.0,103800,106665.0,3053.2,,,107352000000,,27.006,,1.39,21.72,100.00,0.09,0.00,0.24,14.54,0.00,45.97,3.71,49.78,85.60,23.93,24327.80,10377.30,3195.03,-1459.12,1.55,12.49,1186.16,5.33,0.17,14.50,76000,,2.88,8.92,14.65,1.44,71.12,74,-7068,5649497,5562694,11212191,53.41,2533843,8678348,1.23,3.00,Authoritarian,37.20,Raúl Castro,First Secretary of the Communist Party
Cyprus,Republic of Cyprus,Euro,Nicosia,Southern Europe,Europe,Cypriot,35.00,33.00,1341.3,1725.3,9240,8747.6,519.0,91.67,41.22,28439100000,8.395,12.118,24.11,6.98,10.28,100.00,5.23,0.00,0.00,0.00,0.00,91.22,8.78,94.03,92.91,15.02,6771.80,749.70,371.66,577.57,2.57,8.09,2245.36,3.40,0.04,3.60,16000,246000,1.99,10.31,7.26,1.32,90.76,81,1995,624713,626775,1251488,14.29,414105,837383,3.60,7.59,Flawed democracy,34.10,Nicos Anastasiades,President
Czech Republic,Czech Republic,Czech koruna,Prague,Eastern Europe,Europe,Czech,49.75,15.50,35238.7,26770.9,77199,73926.2,4023.4,14.10,38.05,290924000000,15.100,15.899,13.36,2.37,13.13,100.00,18.96,53.06,2.17,2.74,32.49,0.11,9.23,31.62,77.73,16.97,88835.20,12381.60,4755.49,-5775.43,0.00,9.24,2119.85,6.62,,12.20,25000,,1.43,10.60,13.30,1.83,82.67,77,3621,5340795,5185278,10526073,25.50,2697096,7828977,3.14,7.69,Flawed democracy,38.80,Andrej Babiš,Prime Minister
Dem. People's Rep. Korea,Democratic People's Republic of Korea,Democratic People's Republic of Korean won,Pyongyang,Eastern Asia,Asia,North Korean,40.00,127.00,25900.0,60300.9,120410,119025.0,2678.3,,,,,86.601,,2.96,85.04,52.63,7.01,21.29,72.80,0.00,0.00,5.92,0.00,-74.75,62.05,12.70,52437.20,18145.50,2590.05,-26188.70,3.39,,,13.20,,9.40,1469000,,,13.24,9.31,1.81,0.00,73,-1589,13164298,12905119,26069416,17.61,9667582,16401834,0.94,1.08,Authoritarian,31.90,Kim Jong-un,Chairman of the Workers Party of Korea
Dem. Rep. Congo,Democratic Republic of the Congo,Congolese franc,Kinshasa,Middle Africa,Africa,Congolese,0.00,25.00,335720.0,1261550.0,2267050,2295900.0,7232.4,152.19,11.50,58066000000,2.886,80.694,10.70,4.99,78.17,20.77,2.36,0.00,99.71,0.04,0.00,0.13,0.11,1.96,5.36,96.16,3025.60,35684.20,14960.60,-2774.77,0.00,4.05,21.25,0.80,0.18,6.70,134000,5686000,0.56,42.05,9.70,6.16,22.90,59,-64643,49892177,49118035,99010212,12.80,52636799,46373413,1.51,1.49,Authoritarian,11.70,Félix Tshisekedi,President
Denmark,Kingdom of Denmark,Danish krone,Copenhagen,Northern Europe,Europe,Danish,56.00,10.00,26199.9,6284.4,40000,40365.6,2235.5,75.26,37.81,395404000000,7.697,8.936,35.46,4.17,5.26,100.00,11.75,24.54,0.06,6.27,0.00,1.08,65.44,1.78,64.93,39.70,27356.50,7778.77,5492.83,-1927.65,8.65,10.85,7375.15,2.60,0.02,10.70,15000,,1.37,10.80,9.80,1.72,98.87,81,22746,2966194,2936844,5903037,43.58,686700,5216337,7.92,9.22,Full democracy,37.20,Mette Frederiksen,Prime Minister
Djibouti,Republic of Djibouti,Djibouti franc,Djibouti,Eastern Africa,Africa,Djibouti,11.50,43.00,17020.0,58.0,23180,21571.8,51.3,,,3515110000,5.180,51.410,,27.93,47.03,65.44,,,,,,,,,0.00,30.94,427.70,659.92,259.18,-988.85,8.61,2.01,62.81,1.40,0.13,9.60,13000,,3.69,22.21,9.15,2.80,68.86,62,742,564584,556264,1120849,26.15,242328,878521,1.10,2.87,Authoritarian,20.00,Ismaïl Omar Guelleh,President
Dominica,Commonwealth of Dominica,East Caribbean dollar,Roseau,Caribbean,Americas,Dominican,15.42,-61.33,250.0,478.7,750,735.8,21.0,,,612048000,-0.727,,,,,100.00,,,,,,,,,0.00,8.34,162.80,43.87,20.53,4.23,6.96,5.65,426.66,3.80,,,,,,13.33,8.99,1.60,80.93,73,57,36577,36161,72737,34.38,20585,52152,0.00,0.00,Unknown,28.10,Roosevelt Skerrit,Prime Minister
